timestamp,serial_number,imei,imsi,ccid,mac_address,stc,print_status,zpl_file,raw_data
2025-08-25 12:05:40,ATS542912923728,866988074133496,286019876543210,8991101200003204510,AA:BB:CC:DD:EE:FF,6000,SUCCESS,ATS542912923728_20250825_120540.zpl,##ATS542912923728|866988074133496|286019876543210|8991101200003204510|AA:BB:CC:DD:EE:FF##
2025-08-25 12:06:02,BTS987654321123,123456789012345,123456789012345,1234567890123456789,11:22:33:44:55:66,6000,SUCCESS,BTS987654321123_20250825_120602.zpl,##BTS987654321123|123456789012345|123456789012345|1234567890123456789|11:22:33:44:55:66##
2025-08-25 15:57:51,TEST123456789,111222333444555,222333444555666,3334445556667777,BB:CC:DD:EE:FF:00,6001,SUCCESS_WITH_PCB,TEST123456789_20250825_155751.zpl,##TEST123456789|111222333444555|222333444555666|3334445556667777|BB:CC:DD:EE:FF:00##
2025-08-25 16:02:16,NEW123456789,111222333444555,222333444555666,3334445556667777,BB:CC:DD:EE:FF:00,6002,SUCCESS_WITH_PCB,NEW123456789_20250825_160216.zpl,##NEW123456789|111222333444555|222333444555666|3334445556667777|BB:CC:DD:EE:FF:00##
2025-08-25 16:03:53,PARSE_ERROR,,,,,,PARSE_ERROR,,ets Jul 29 2019 12:21:46
2025-08-25 16:03:53,PARSE_ERROR,,,,,,PARSE_ERROR,,"rst:0x1 (POWERON_RESET),boot:0x13 (SPI_FAST_FLASH_BOOT)"
2025-08-25 16:03:53,PARSE_ERROR,,,,,,PARSE_ERROR,,"configsip: 0, SPIWP:0xee"
2025-08-25 16:03:53,PARSE_ERROR,,,,,,PARSE_ERROR,,"clk_drv:0x00,q_drv:0x00,d_drv:0x00,cs0_drv:0x00,hd_drv:0x00,wp_drv:0x00"
2025-08-25 16:03:53,PARSE_ERROR,,,,,,PARSE_ERROR,,"mode:DIO, clock div:1"
2025-08-25 16:03:53,PARSE_ERROR,,,,,,PARSE_ERROR,,"load:0x3fff0030,len:4980"
2025-08-25 16:03:53,PARSE_ERROR,,,,,,PARSE_ERROR,,"load:0x40078000,len:16612"
2025-08-25 16:03:53,PARSE_ERROR,,,,,,PARSE_ERROR,,"load:0x40080400,len:3480"
2025-08-25 16:03:53,PARSE_ERROR,,,,,,PARSE_ERROR,,entry 0x400805b4
2025-08-25 16:03:55,ATS542912923728,866988074133496,286019876543210,8991101200003204510,AA:BB:CC:DD:EE:FF,6003,SUCCESS_WITH_PCB,ATS542912923728_20250825_160355.zpl,##ATS542912923728|866988074133496|286019876543210|8991101200003204510|AA:BB:CC:DD:EE:FF##
2025-08-25 16:04:50,PARSE_ERROR,,,,,,PARSE_ERROR,,ets Jul 29 2019 12:21:46
2025-08-25 16:04:50,PARSE_ERROR,,,,,,PARSE_ERROR,,"rst:0x1 (POWERON_RESET),boot:0x13 (SPI_FAST_FLASH_BOOT)"
2025-08-25 16:04:50,PARSE_ERROR,,,,,,PARSE_ERROR,,"configsip: 0, SPIWP:0xee"
2025-08-25 16:04:50,PARSE_ERROR,,,,,,PARSE_ERROR,,"clk_drv:0x00,q_drv:0x00,d_drv:0x00,cs0_drv:0x00,hd_drv:0x00,wp_drv:0x00"
2025-08-25 16:04:50,PARSE_ERROR,,,,,,PARSE_ERROR,,"mode:DIO, clock div:1"
2025-08-25 16:04:50,PARSE_ERROR,,,,,,PARSE_ERROR,,"load:0x3fff0030,len:4980"
2025-08-25 16:04:50,PARSE_ERROR,,,,,,PARSE_ERROR,,"load:0x40078000,len:16612"
2025-08-25 16:04:50,PARSE_ERROR,,,,,,PARSE_ERROR,,"load:0x40080400,len:3480"
2025-08-25 16:04:50,PARSE_ERROR,,,,,,PARSE_ERROR,,entry 0x400805b4
2025-08-25 16:04:52,ATS542912923728,866988074133496,286019876543210,8991101200003204510,AA:BB:CC:DD:EE:FF,6004,SUCCESS_WITH_PCB,ATS542912923728_20250825_160452.zpl,##ATS542912923728|866988074133496|286019876543210|8991101200003204510|AA:BB:CC:DD:EE:FF##
2025-08-25 16:07:10,FIX123456789,555666777888999,666777888999000,7778889990001111,CC:DD:EE:FF:00:11,6005,SUCCESS_WITH_PCB,FIX123456789_20250825_160710.zpl,##FIX123456789|555666777888999|666777888999000|7778889990001111|CC:DD:EE:FF:00:11##
2025-08-25 16:09:14,PARSE_ERROR,,,,,,PARSE_ERROR,,##STC60000_TEST|111222333444555|222333444555666|3334445556667777|DD:EE:FF:00:11:22##
2025-08-25 16:09:22,PARSE_ERROR,,,,,,PARSE_ERROR,,##TEST60000_001|111222333444555|222333444555666|3334445556667777|DD:EE:FF:00:11:22##
2025-08-25 16:09:30,STC60000TEST001,111222333444555,222333444555666,3334445556667777,DD:EE:FF:00:11:22,6006,SUCCESS_WITH_PCB,STC60000TEST001_20250825_160930.zpl,##STC60000TEST001|111222333444555|222333444555666|3334445556667777|DD:EE:FF:00:11:22##
